movie_title,rating,genre,in_theaters_date,on_streaming_date,runtime_in_minutes,tomatometer_status,tomatometer_rating,tomatometer_count,audience_status,audience_rating,audience_count,audience_top_critics_count,audience_fresh_critics_count,audience_rotten_critics_count
Indiana Jones and the Temple of Doom,PG,Action & Adventure,1984-05-23,2003-10-21,118,Certified Fresh,85,66,Upright,81,716416,9,56,10
Gremlins,PG,"Comedy, Horror, Science Fiction & Fantasy",1984-06-01,1999-06-22,120,Certified Fresh,84,63,Upright,78,451477,10,53,10
A Nightmare on Elm Street,R,"Horror, Mystery & Suspense",1984-06-01,2001-08-21,91,Certified Fresh,94,52,Upright,83,415210,7,49,3
Once Upon a Time in America,R,Drama,1984-06-01,2003-06-10,144,Certified Fresh,86,51,Upright,93,74791,13,44,7
Star Trek III - The Search for Spock,PG,"Action & Adventure, Science Fiction & Fantasy",1984-06-01,2000-04-18,105,Certified Fresh,80,44,Upright,61,64582,10,35,9
Top Secret!,PG,Comedy,1984-06-08,2002-07-16,90,Fresh,77,35,Upright,80,41564,7,27,8
Ghostbusters (1984 Original),PG,"Action & Adventure, Comedy, Science Fiction & Fantasy",1984-06-08,1999-06-29,105,Certified Fresh,97,72,Upright,88,1039178,13,70,2
The Karate Kid,PG,"Drama, Kids & Family",1984-06-22,1998-04-14,122,Certified Fresh,88,43,Upright,82,316241,6,38,5
Cannonball Run II,PG,"Action & Adventure, Comedy",1984-06-29,1999-06-22,108,Rotten,13,16,Spilled,46,20518,4,2,14
Conan the Destroyer,PG,Action & Adventure,1984-06-29,1998-03-31,101,Rotten,26,23,Spilled,38,60554,1,6,17
The Muppets Take Manhattan,G,"Comedy, Kids & Family, Musical & Performing Arts",1984-07-13,2001-06-05,94,Fresh,83,23,Upright,76,46666,4,19,4
